Notes	ManualCheck	MergeInto	RenameKeyGroup	KeyParamGroup	KeyGroup	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	FlipAngle	HasFieldmap	ImageOrientation	KeyGroupCount	Modality	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__80	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	80	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011004		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__81	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	81	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.0111		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__82	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	82	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010984		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__83	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	83	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010848		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__84	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	84	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010824		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__85	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	85	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011044		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__86	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	86	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01114		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__87	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	87	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01108		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__88	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	88	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011036		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__89	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	89	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01102		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__90	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	90	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011048		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__91	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	91	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011028		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__92	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	92	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010936		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__93	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	93	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010832		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__94	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	94	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011004		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__95	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	95	3	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011008		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__96	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	96	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010836		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__97	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	97	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011008		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__98	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	98	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010964		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__99	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	99	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011092		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__100	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	100	3	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010904		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__101	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	101	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01106		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__102	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	102	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011096		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__103	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	103	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011068		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__104	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	104	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011148		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__105	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	105	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010836		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__106	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	106	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01084		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__107	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	107	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011088		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__108	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	108	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011012		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__109	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	109	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01082		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__110	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	110	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011092		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__111	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	111	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010872		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__112	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	112	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010992		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__113	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	113	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.0112		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__114	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	114	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011072		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__115	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	115	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011136		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__116	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	116	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010988		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__117	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	117	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011084		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__118	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	118	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011032		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__119	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	119	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011096		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__120	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	120	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011072		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__121	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	121	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010928		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__122	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	122	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010852		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__123	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	123	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011024		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__124	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	124	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010844		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__125	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	125	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010816		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__126	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	126	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010972		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__127	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	127	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01084		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__128	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	128	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01106		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__129	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	129	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.0111		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__130	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	130	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011124		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__131	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	131	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011048		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__132	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	132	2	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011144		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__133	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	133	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010828		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__134	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	134	2	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010976		False	0.937	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__135	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	135	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011132		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__136	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	136	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011076		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__137	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	137	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011168		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__138	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	138	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01096		False	0.977	0.977	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__139	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	139	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011152		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__140	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	140	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011192		False	0.938	0.938	1.2
			acquisition-VARIANTDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__141	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	141	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010808		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__142	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	142	1	256	256	146	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011052		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__143	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	143	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010848		False	0.938	0.938	1.2
			acquisition-VARIANTImageOrientation_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__144	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	144	1	256	256	156	0.0042		15	False	LAS+	722	anat	0	1.0	True			0.010808		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__145	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	145	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011152		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTimeImageOrientation_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__146	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	146	1	256	256	156	0.0042		15	False	LAS+	722	anat	0	1.0	True			0.010844		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim2VoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__147	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	147	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01094		False	0.938	0.937	1.201
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__148	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	148	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010972		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__149	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	149	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010956		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__150	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	150	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010904		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeVoxelSizeDim3_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__151	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	151	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01092		False	0.938	0.938	1.201
			acquisition-VARIANTRepetitionTimeDim3Size_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__152	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	152	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011044		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__153	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	153	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.01122		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__154	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	154	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010804		False	1.016	1.016	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__155	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	155	1	256	256	160	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010988		False	0.938	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__156	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	156	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011128		False	0.938	0.938	1.2
			acquisition-VARIANTRepetitionTimeDim3SizeVoxelSizeDim1VoxelSizeDim2_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__157	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	157	1	256	256	152	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.011192		False	0.937	0.937	1.2
			acquisition-VARIANTRepetitionTime_datatype-anat_reconstruction-refaced_run-1_suffix-T1w	datatype-anat_reconstruction-refaced_run-1_suffix-T1w__158	datatype-anat_reconstruction-refaced_run-1_suffix-T1w	158	1	256	256	156	0.0042		15	False	RAS+	722	anat	0	1.0	True			0.010844		False	0.938	0.938	1.2
